celebrity,hometown,x,y
The 77s,Sacramento,38.5556,-121.469
The 7A3,California,35.4586,-119.355
The 88,California,35.4586,-119.355
The A'z,Oakland,37.8044,-122.273
The Ace of Cups,California,35.4586,-119.355
The Action Design,Petaluma,38.2458,-122.631
The Active Set,California,35.4586,-119.355
The Adored,California,35.4586,-119.355
The Aggrolites,California,35.4586,-119.355
The Aislers Set,California,35.4586,-119.355
The Album Leaf,California,35.4586,-119.355
The All-Girl Boys Choir,California,35.4586,-119.355
The Americanos,California,35.4586,-119.355
The Aquabats,Huntington Beach,33.6928,-118.0
The Association,California,35.4586,-119.355
The Audibles,Nevada,39.0,-117.0
The Autumns,California,35.4586,-119.355
The Ballads,California,35.4586,-119.355
The Bangerz,California,35.4586,-119.355
The Beach Boys,Hawthorne,33.9172,-118.349
The Beat,California,35.4586,-119.355
The Beat Farmers,California,35.4586,-119.355
The Beat Freaks,California,35.4586,-119.355
The Beau Brummels,California,35.4586,-119.355
The Beautiful Mistake,California,35.4586,-119.355
The Bees,Covina,34.0917,-117.879
The Belairs,Los Angeles County,34.05,-118.25
The BellRays,Riverside,33.9481,-117.396
The Bicycle Thief,California,35.4586,-119.355
The Big F,California,35.4586,-119.355
The Big Friendly Corporation,Nevada,39.0,-117.0
The Bird and the Bee,California,35.4586,-119.355
The Bittersweets,California,35.4586,-119.355
The Black Eyed Peas,California,35.4586,-119.355
The Black Pacific,Huntington Beach,33.6928,-118.0
The Black Queen,Los Angeles,34.05,-118.25
The Black Watch,Santa Barbara,34.4258,-119.714
The Blamed,California,35.4586,-119.355
The Blasters,Downey,33.9381,-118.131
The Blendells,East Los Angeles,34.0333,-118.167
The Blue Velvets,El Cerrito,37.9158,-122.312
The Bolts,Irvine,33.6694,-117.823
The Bots,California,35.4586,-119.355
The Boxing Lesson,Los Angeles,34.05,-118.25
The Boxmasters,Bellflower,33.8881,-118.128
The Breeders,California,35.4586,-119.355
The Brian Jonestown Massacre,California,35.4586,-119.355
The Briggs,California,35.4586,-119.355
The Brogues,California,35.4586,-119.355
The Broken West,California,35.4586,-119.355
The Brood,California,35.4586,-119.355
The Brook Lee Catastrophe,Long Beach,33.7683,-118.196
The Brothers Martin,Riverside,33.9481,-117.396
The Brymers,California,35.4586,-119.355
The Buckaroos,Bakersfield,35.3667,-119.017
The Bye Bye Blackbirds,Oakland,37.8044,-122.273
The Byrds,California,35.4586,-119.355
The Cab,Nevada,39.0,-117.0
The Call,California,35.4586,-119.355
The Cascades,San Diego,32.715,-117.162
The Castells,Santa Rosa,38.4486,-122.705
The Cataracs,Berkeley,37.8717,-122.275
The Challengers,California,35.4586,-119.355
The Chambers Brothers,California,35.4586,-119.355
The Chapin Sisters,California,35.4586,-119.355
The Charlatans,California,35.4586,-119.355
The Chelsea Smiles,Los Angeles,34.05,-118.25
The Chimpz,California,35.4586,-119.355
The Chinkees,California,35.4586,-119.355
The Chocolate Watchband,San Jose,37.3333,-121.9
The Choir,California,35.4586,-119.355
The Chop Tops,Santa Cruz,36.9719,-122.026
The Christian Troubadours,California,35.4586,-119.355
The Claremont Shades,California,35.4586,-119.355
The Click,Vallejo,38.1131,-122.236
The Coal Porters,Los Angeles,34.05,-118.25
The Color Turning,California,35.4586,-119.355
The Colts,Bakersfield,35.3667,-119.017
The Company Band,California,35.4586,-119.355
The Confession,California,35.4586,-119.355
The Conscious Daughters,East Oakland,37.77,-122.2
The Coral Sea,California,35.4586,-119.355
The Coup,Oakland,37.8044,-122.273
The Crash Kings,California,35.4586,-119.355
The Creamers,California,35.4586,-119.355
The Criminals,Berkeley,37.8717,-122.275
The Crosswalk,California,35.4586,-119.355
The Crucified,California,35.4586,-119.355
The Crusaders,California,35.4586,-119.355
The Crust Brothers,Stockton,37.9756,-121.301
The Crystal Method,Nevada,39.0,-117.0
The Curtains,California,35.4586,-119.355
The Cuts,Oakland,37.8044,-122.273
The Cutthroats 9,California,35.4586,-119.355
The Daisy Chain,California,35.4586,-119.355
The Dangerous Crew,Oakland,37.8044,-122.273
The Dave Brubeck Quartet,San Francisco,37.7833,-122.417
The David,California,35.4586,-119.355
The David Lee Roth Band,Pasadena,34.1561,-118.132
The Daylights,California,35.4586,-119.355
The Dear & Departed,Orange County,33.67,-117.78
The Deep Eynde,Los Angeles,34.05,-118.25
The Deep Six,California,35.4586,-119.355
The Del Rubio Triplets,Los Angeles,34.05,-118.25
The Delinquents,Oakland,37.8044,-122.273
The Desert Rose Band,California,35.4586,-119.355
The Desert Sessions,California,35.4586,-119.355
The Devil Makes Three,California,35.4586,-119.355
The Dickies,San Fernando Valley,34.2385,-118.463
The Dilettantes,San Francisco Bay Area,37.75,-122.283
The Dingees,California,35.4586,-119.355
The Disposable Heroes of Hiphoprisy,San Francisco,37.7833,-122.417
The Ditty Bops,California,35.4586,-119.355
The Divine Madness,California,35.4586,-119.355
The Dodos,California,35.4586,-119.355
The Donnas,Palo Alto,37.4292,-122.138
The Doobie Brothers,California,35.4586,-119.355
The Doors,California,35.4586,-119.355
The Dove Shack,California,35.4586,-119.355
The Dread Crew of Oddwood,California,35.4586,-119.355
The Drunk Injuns,San Jose,37.3333,-121.9
The Ducks,California,35.4586,-119.355
The Durgas,Los Angeles,34.05,-118.25
The Easy Riders,California,35.4586,-119.355
The Electric Prunes,California,35.4586,-119.355
The Ex-Idols,California,35.4586,-119.355
The Exies,California,35.4586,-119.355
The Expendables,Santa Cruz,36.9719,-122.026
The Extra Lens,California,35.4586,-119.355
The Fab Four,California,35.4586,-119.355
The Faceless,California,35.4586,-119.355
The Faction,California,35.4586,-119.355
The Fall Risk,California,35.4586,-119.355
The Family Crest,California,35.4586,-119.355
The Federalists,Concord,37.9781,-122.031
The Federation,Fairfield,38.2578,-122.054
The Fenians,Orange County,33.67,-117.78
The Fibonaccis,California,35.4586,-119.355
The Finches,San Francisco,37.7833,-122.417
The Fixxers,Compton,33.8967,-118.225
The Flesh Eaters,California,35.4586,-119.355
The Fling,Long Beach,33.7683,-118.196
The Flys,California,35.4586,-119.355
The Forces of Evil,California,35.4586,-119.355
The Foremen,Los Angeles,34.05,-118.25
The Forgotten,Campbell,37.2839,-121.955
The Four Horsemen,Hollywood,34.1,-118.333
The Four Postmen,California,35.4586,-119.355
The Four Preps,California,35.4586,-119.355
The Frequency,California,35.4586,-119.355
The Fresh & Onlys,California,35.4586,-119.355
The Frisk,Berkeley,37.8717,-122.275
The Fucking Champs,California,35.4586,-119.355
The Fugitives,Sacramento,38.5556,-121.469
The Game,Compton,33.8967,-118.225
The Garden,Orange County,33.67,-117.78
The Ghastly Ones (band,California,35.4586,-119.355
The Ghost Inside,California,35.4586,-119.355
The Glitch Mob,California,35.4586,-119.355
The Go-Go's,California,35.4586,-119.355
The God Machine,California,35.4586,-119.355
The Golliwogs,El Cerrito,37.9158,-122.312
The Gone Jackals,California,35.4586,-119.355
The Good Girls,California,35.4586,-119.355
The Graveyard Five,Lakeport,39.0431,-122.916
The Great Commission,Riverside,33.9481,-117.396
The Great Morgani,California,35.4586,-119.355
The Great Society,California,35.4586,-119.355
The Green and Yellow TV,California,35.4586,-119.355
The Greyboy Allstars,California,35.4586,-119.355
The Gris Gris,Oakland,37.8044,-122.273
The Growlers,Dana Point,33.4672,-117.698
The Gutter Twins,Los Angeles,34.05,-118.25
The HRSMN,Carson,33.8397,-118.26
The Hairbrain Scheme,California,35.4586,-119.355
The Halo Method,California,35.4586,-119.355
The Hi-Fives,Arcata,40.8664,-124.083
The Higher,Nevada,39.0,-117.0
The Hillmen,California,35.4586,-119.355
The Hoax,Anaheim,33.8361,-117.89
The Honey Trees,Sacramento,38.5556,-121.469
The House Jacks,San Francisco,37.7833,-122.417
The Hues Corporation,California,35.4586,-119.355
The Human Abstract,California,35.4586,-119.355
The Humane Society,California,35.4586,-119.355
The I.L.Y's,Sacramento,38.5556,-121.469
The Icarus Line,California,35.4586,-119.355
The Influents,East Bay (San Francisco Bay Area),37.7,-122.0
The Internet,California,35.4586,-119.355
The Iron Heart,California,35.4586,-119.355
The Iron Maidens,California,35.4586,-119.355
The Jacka,Pittsburg,38.0281,-121.885
The Jealous Sound,California,35.4586,-119.355
The Jenkins,Sebastopol,38.3992,-122.827
The Jimi Homeless Experience,California,35.4586,-119.355
The Joykiller,California,35.4586,-119.355
The K.G.B.,California,35.4586,-119.355
The Killers,Nevada,39.0,-117.0
The Kimberly Trip,California,35.4586,-119.355
The Kings Kids,Salinas,36.6778,-121.656
The Kings Royal,California,35.4586,-119.355
The Kingston Trio,Palo Alto,37.4292,-122.138
The Klezmorim,Berkeley,37.8717,-122.275
The Knack,California,35.4586,-119.355
The Last,Los Angeles,34.05,-118.25
The Last Dance,California,35.4586,-119.355
The Leaves,California,35.4586,-119.355
The Leaving Trains,California,35.4586,-119.355
The Lighthouse Boys,California,35.4586,-119.355
The Little Deaths,California,35.4586,-119.355
The Little Girls,California,35.4586,-119.355
The Little Ones,California,35.4586,-119.355
The Littlest Man Band,Long Beach,33.7683,-118.196
The Lively Ones,California,35.4586,-119.355
The Living Sisters,California,35.4586,-119.355
The Locust,California,35.4586,-119.355
The Lonely Revolts,Salinas,36.6778,-121.656
The Lonely Wild,California,35.4586,-119.355
The Long Goodbye,California,35.4586,-119.355
The Long Lost,California,35.4586,-119.355
The Long Ryders,California,35.4586,-119.355
The Lords of Altamont,Los Angeles,34.05,-118.25
The Los Dos Bros,California,35.4586,-119.355
The Love Exchange,California,35.4586,-119.355
The Lovely Bad Things,California,35.4586,-119.355
The Lovemakers,California,35.4586,-119.355
The Lovers,California,35.4586,-119.355
The M Machine,California,35.4586,-119.355
The Mae Shi,California,35.4586,-119.355
The Make,Chico,39.74,-121.85
The Mamas & the Papas,California,35.4586,-119.355
The Mannish Boys,California,35.4586,-119.355
The Marcy Brothers,Oroville,39.4886,-121.55
The Matches,California,35.4586,-119.355
The Maxies,Riverside,33.9481,-117.396
The Megas,California,35.4586,-119.355
The Memorials,Berkeley,37.8717,-122.275
The Mermen,California,35.4586,-119.355
The Merry-Go-Round,California,35.4586,-119.355
The Mighty Echoes,California,35.4586,-119.355
The Mighty Underdogs,California,35.4586,-119.355
The Milk Carton Kids,California,35.4586,-119.355
The Misunderstood,Riverside,33.9481,-117.396
The Moggs,San Francisco Bay Area,37.75,-122.283
The Mojo Men,California,35.4586,-119.355
The Monkees,California,35.4586,-119.355
The Monolators,California,35.4586,-119.355
The Monroes,California,35.4586,-119.355
The Morlocks,California,35.4586,-119.355
The Mossie,California,35.4586,-119.355
The Motels,Berkeley,37.8717,-122.275
The Mother Hips,California,35.4586,-119.355
The Mountain Goats,Claremont,34.11,-117.72
The Movement,California,35.4586,-119.355
The Mowgli's,Calabasas,34.1383,-118.661
The Mr. T Experience,Berkeley,37.8717,-122.275
The Mummies,California,35.4586,-119.355
The Music Machine,California,35.4586,-119.355
The Natural Four,Oakland,37.8044,-122.273
The Ne'er Do Wells,Arcata,40.8664,-124.083
The Neighbourhood,California,35.4586,-119.355
The Nels Cline Singers,California,35.4586,-119.355
The Never Ending,California,35.4586,-119.355
The New Czars,California,35.4586,-119.355
The New Fidelity,Long Beach,33.7683,-118.196
The New Order,California,35.4586,-119.355
The Nig-Heist,California,35.4586,-119.355
The Nikhil Korula Band,California,35.4586,-119.355
The Nonce,California,35.4586,-119.355
The O.C. Supertones,California,35.4586,-119.355
The Offs,California,35.4586,-119.355
The Offspring,Huntington Beach,33.6928,-118.0
The Old Souls,California,35.4586,-119.355
The Operation M.D.,California,35.4586,-119.355
The Opposite Six,California,35.4586,-119.355
The Orange Peels,Sunnyvale,37.3688,-122.037
The Organization,California,35.4586,-119.355
The Origin,California,35.4586,-119.355
The Original Hinsons,California,35.4586,-119.355
The Original Surfaris,California,35.4586,-119.355
The Other Ones,California,35.4586,-119.355
The Outpatience,California,35.4586,-119.355
The Oxford Circle,California,35.4586,-119.355
The Pack,Berkeley,37.8717,-122.275
The Pandoras,California,35.4586,-119.355
The Panic Channel,California,35.4586,-119.355
The Paris Sisters,California,35.4586,-119.355
The Peach Kings,California,35.4586,-119.355
The Peanut Butter Conspiracy,California,35.4586,-119.355
The PeeChees,Oakland,37.8044,-122.273
The Peppermint Trolley Company,California,35.4586,-119.355
The Phantom Limbs,Oakland,37.8044,-122.273
The Phantom Surfers,California,35.4586,-119.355
The Pharcyde,California,35.4586,-119.355
The Phenomenauts,Oakland,37.8044,-122.273
The Pied Pipers,California,35.4586,-119.355
The Pin Up Girls,Los Angeles,34.05,-118.25
The Plastic Revolution,California,35.4586,-119.355
The Platters,California,35.4586,-119.355
The Playing Favorites,California,35.4586,-119.355
The Pleased,San Francisco,37.7833,-122.417
The Pleasure Fair,California,35.4586,-119.355
The Plimsouls,Paramount,33.9,-118.167
The Plot to Blow Up the Eiffel Tower,Loraine,35.3047,-118.437
The Plugz,California,35.4586,-119.355
The Pointer Sisters,Oakland,37.8044,-122.273
The Polyamorous Affair,California,35.4586,-119.355
The Poor,California,35.4586,-119.355
The Prayer Chain,California,35.4586,-119.355
The Prime Movers,Sierra Madre,34.1647,-118.051
The Procussions,California,35.4586,-119.355
The Protist,California,35.4586,-119.355
The Purple Gang,California,35.4586,-119.355
The Pussycat Dolls,California,35.4586,-119.355
The Pyramids,Long Beach,33.7683,-118.196
The Quails,California,35.4586,-119.355
The Radioactive Chicken Heads,Orange County,33.67,-117.78
The Ragazzi Boys Chorus,San Mateo,37.5542,-122.313
The Rattlesnake Aces,San Diego,32.715,-117.162
The Real Nasty,California,35.4586,-119.355
The Record Company,California,35.4586,-119.355
The Red Button,Los Angeles,34.05,-118.25
The Red Devils,Los Angeles,34.05,-118.25
The Red Hearts,California,35.4586,-119.355
The Regime,Oakland,37.8044,-122.273
The Reigning Monarchs,California,35.4586,-119.355
The Rej3ctz,California,35.4586,-119.355
The Rembrandts,California,35.4586,-119.355
The Revolution Smile,California,35.4586,-119.355
The Righteous Brothers,Orange County,33.67,-117.78
The Ringers,California,35.4586,-119.355
The Rip Chords,Inglewood,33.9575,-118.346
The Robins,California,35.4586,-119.355
The Rock Heroes,California,35.4586,-119.355
The Rocturnals (formerly known as KansasCali,Nevada,39.0,-117.0
The Romanovs,Los Angeles,34.05,-118.25
The Roots Of Orchis,San Francisco,37.7833,-122.417
The Rosso Sisters,California,35.4586,-119.355
The Rubinoos,Berkeley,37.8717,-122.275
The Rudiments,California,35.4586,-119.355
The Rugburns,California,35.4586,-119.355
The Runaways,California,35.4586,-119.355
The Ruse,Los Angeles,34.05,-118.25
The Safaris,California,35.4586,-119.355
The Sandals,San Clemente,33.4378,-117.62
The Sandfleas,Orange County,33.67,-117.78
The Sandpipers,California,35.4586,-119.355
The Savage Resurrection,Richmond,37.9358,-122.348
The Scarred,California,35.4586,-119.355
The Score,California,35.4586,-119.355
The Scottsville Squirrel Barkers,California,35.4586,-119.355
The Scuzzies,California,35.4586,-119.355
The Secretions,Sacramento,38.5556,-121.469
The Seeds,California,35.4586,-119.355
The Shape Shifters,California,35.4586,-119.355
The Shocker,California,35.4586,-119.355
The Shreds,California,35.4586,-119.355
The Silent Comedy,California,35.4586,-119.355
The Siren Six!,California,35.4586,-119.355
The Skatt Brothers,California,35.4586,-119.355
The Skulls,California,35.4586,-119.355
The Sleepers,California,35.4586,-119.355
The Smeezingtons,California,35.4586,-119.355
The SoCal VoCals,California,35.4586,-119.355
The Soft Moon,Oakland,37.8044,-122.273
The Soft Pack,San Diego,32.715,-117.162
The Sons of Champlin,California,35.4586,-119.355
The Soul Seekers,Los Angeles,34.05,-118.25
The Sound of Animals Fighting,California,35.4586,-119.355
The Southland,California,35.4586,-119.355
The Spazmatics,Los Angeles,34.05,-118.25
The Spokes,Davis,38.5539,-121.738
The Standells,California,35.4586,-119.355
The Stanford Fleet Street Singers,California,35.4586,-119.355
The Stanford Mendicants,California,35.4586,-119.355
The Starfires,California,35.4586,-119.355
The Stitches,California,35.4586,-119.355
The Stone Foxes,California,35.4586,-119.355
The Storm,California,35.4586,-119.355
The Story So Far,Walnut Creek,37.9064,-122.065
The Strangers,California,35.4586,-119.355
The Submarines,California,35.4586,-119.355
The Sugarplastic,California,35.4586,-119.355
The Sugi Tap,California,35.4586,-119.355
The Sunshine Company,Los Angeles,34.05,-118.25
The Surfaris,Glendora,34.1308,-117.865
The Swirling Eddies,California,35.4586,-119.355
The Sylvers,California,35.4586,-119.355
The Team,Oakland,37.8044,-122.273
The Teddy Bears,Los Angeles,34.05,-118.25
The Thirsty Crows,California,35.4586,-119.355
The Thompson Sisters,California,35.4586,-119.355
The Thunderlords,Los Angeles,34.05,-118.25
The Tide,California,35.4586,-119.355
The Tornadoes,Redlands,34.0547,-117.183
The Toyes,Josephine County,42.36,-123.56
The Trashwomen,San Francisco,37.7833,-122.417
The Traveling Wilburys,Malibu,34.03,-118.779
The Tubes,California,35.4586,-119.355
The Turtles,California,35.4586,-119.355
The United States of America,California,35.4586,-119.355
The Units,California,35.4586,-119.355
The Unknown DJ,California,35.4586,-119.355
The Uptones,Berkeley,37.8717,-122.275
The Vandals,Huntington Beach,33.6928,-118.0
The Velvet Teen,California,35.4586,-119.355
The Vermin,Nevada,39.0,-117.0
The Violet Burning,Orange County,33.67,-117.78
The Violet Lights,California,35.4586,-119.355
The Vox Jaguars,Santa Cruz,36.9719,-122.026
The Wallflowers,Los Angeles,34.05,-118.25
The Warlocks,California,35.4586,-119.355
The Warriors,California,35.4586,-119.355
The Watson Twins,California,35.4586,-119.355
The Watts Prophets,California,35.4586,-119.355
The Way,Oxnard,34.1914,-119.183
The Waybacks,San Francisco Bay Area,37.75,-122.283
The Weather Girls,San Francisco,37.7833,-122.417
The Weatherfords,Long Beach,33.7683,-118.196
The West Coast Pop Art Experimental Band,California,35.4586,-119.355
The Whispers,California,35.4586,-119.355
The WhoRidas,Oakland,37.8044,-122.273
The Whooliganz,Beverly Hills,34.0731,-118.399
The Whoreshoes,California,35.4586,-119.355
The Willowz,Anaheim,33.8361,-117.89
The Wind,Long Beach,33.7683,-118.196
The Wynona Riders,East Bay (San Francisco Bay Area),37.7,-122.0
The Yellow Balloon,California,35.4586,-119.355
The Young Americans,California,35.4586,-119.355
The Young Dudes,California,35.4586,-119.355
The Young Veins,Topanga,34.103,-118.605
The Ziggens,Orange County,33.67,-117.78
The Zoo,Los Angeles,34.05,-118.25
TheSTART,California,35.4586,-119.355
Theatre of Ice,Nevada,39.0,-117.0
Thee Oh Sees,California,35.4586,-119.355
Them Crooked Vultures,California,35.4586,-119.355
Them Terribles,California,35.4586,-119.355
Themselves,California,35.4586,-119.355
Thenewno2,Los Angeles,34.05,-118.25
Theresa Wayman,California,35.4586,-119.355
Thes One,California,35.4586,-119.355
Thia Megia,Mountain House,37.7739,-121.544
Thieves & Liars,San Diego,32.715,-117.162
Thin White Rope,California,35.4586,-119.355
Thinking Fellers Union Local 282,California,35.4586,-119.355
Third Eye Blind,California,35.4586,-119.355
Thirsty Fish,California,35.4586,-119.355
Thirty Seconds to Mars,California,35.4586,-119.355
This Ascension,Santa Barbara,34.4258,-119.714
This Time Next Year,Walnut Creek,37.9064,-122.065
This Wild Life,Long Beach,33.7683,-118.196
Thollem McDonas,Palo Alto,37.4292,-122.138
Thom Brennan,California,35.4586,-119.355
Thom Russo,Los Angeles,34.05,-118.25
Thomas Chung,California,35.4586,-119.355
Thomas G Reinecke,Southern California,34.0,-117.0
Thomas G. Reinecke,Southern California,34.0,-117.0
Thomas Lake Harris,Santa Rosa,38.4486,-122.705
Thomas Newman,California,35.4586,-119.355
Thought Chamber,San Francisco,37.7833,-122.417
Three Dog Night,California,35.4586,-119.355
Three Mile Pilot,California,35.4586,-119.355
Thrice,California,35.4586,-119.355
Thriving Ivory,Santa Barbara,34.4258,-119.714
Throwdown,California,35.4586,-119.355
Thrown into Exile,California,35.4586,-119.355
Thurz,Los Angeles,34.05,-118.25
Thurzday,Los Angeles,34.05,-118.25
Tiffany,Norwalk,33.9069,-118.083
Tiffany Alvord,California,35.4586,-119.355
Tiger Army,Berkeley,37.8717,-122.275
Tilt,East Bay (San Francisco Bay Area),37.7,-122.0
Tim Anderson,California,35.4586,-119.355
Tim Armstrong,Albany,37.8869,-122.298
Tim Bluhm,Torrance,33.8347,-118.341
Tim Fain,California,35.4586,-119.355
Tim Miller,California,35.4586,-119.355
Tim Myers,Orange,33.8031,-117.832
Tim Ware,Sacramento,38.5556,-121.469
Tim Weed,Southern California,34.0,-117.0
Time in Malta,California,35.4586,-119.355
Times Two,California,35.4586,-119.355
Timex Social Club,Berkeley,37.8717,-122.275
Timi Yuro,Los Angeles,34.05,-118.25
Timothy DeLaGhetto,Long Beach,33.7683,-118.196
Timothy Lamb,California,35.4586,-119.355
Timz,California,35.4586,-119.355
Tin Hat,California,35.4586,-119.355
Tinhorn,California,35.4586,-119.355
Tiny Timbrell,California,35.4586,-119.355
Toad the Wet Sprocket,Santa Barbara,34.4258,-119.714
Todd Jonathan Rogers,Santa Barbara,34.4258,-119.714
Todd Rogers,Santa Barbara,34.4258,-119.714
ToddZero,Los Angeles,34.05,-118.25
Todo Mundo,San Diego,32.715,-117.162
Toiling Midgets,California,35.4586,-119.355
Tom Anderson,Escondido,33.1247,-117.081
Tom Brock,California,35.4586,-119.355
Tom Dumont,California,35.4586,-119.355
Tom Hooker,California,35.4586,-119.355
Tom Racer,Los Angeles,34.05,-118.25
Tommy Angelo,Oakland,37.8044,-122.273
Tommy Coster,California,35.4586,-119.355
Tommy Lee,California,35.4586,-119.355
Tommy Tutone,California,35.4586,-119.355
Tomo Yasuda,San Francisco,37.7833,-122.417
Tomorrows Bad Seeds,Hermosa Beach,33.8664,-118.4
Tomorrow´s Child,California,35.4586,-119.355
Tone Lōc,Los Angeles,34.05,-118.25
Toni Blackman,San Francisco Bay Area,37.75,-122.283
Tony Baxter,Los Angeles,34.05,-118.25
Tony Cadena,Oakland,37.8044,-122.273
Tony Carey,California,35.4586,-119.355
Tony Cupito,Orange County,33.67,-117.78
Tony Furtado,Pleasanton,37.6625,-121.882
Tony Hsieh,San Francisco Bay Area,37.75,-122.283
Tony Kanal,Anaheim,33.8361,-117.89
Tony Lombardo,Long Beach,33.7683,-118.196
Tony Perry,California,35.4586,-119.355
Tony Reflex,Oakland,37.8044,-122.273
Tony Romano,Madera,36.9614,-120.061
Tony! Toni! Toné!,California,35.4586,-119.355
Too Rude,Hermosa Beach,33.8664,-118.4
Too Short,Oakland,37.8044,-122.273
Tool,Los Angeles,34.05,-118.25
Total Chaos,California,35.4586,-119.355
Totally Insane,East Palo Alto,37.4669,-122.14
Totimoshi,California,35.4586,-119.355
Toto,California,35.4586,-119.355
Touché Amoré,Burbank,34.1803,-118.328
Tourniquet,California,35.4586,-119.355
Tower of Power,California,35.4586,-119.355
Toys That Kill,San Pedro,33.74,-118.29
Tragic Mulatto,San Francisco,37.7833,-122.417
Train,California,35.4586,-119.355
Training for Utopia,California,35.4586,-119.355
Trainwreck,California,35.4586,-119.355
Trainwreck Riders,California,35.4586,-119.355
Trak D,California,35.4586,-119.355
Translator,California,35.4586,-119.355
Traphik,Long Beach,33.7683,-118.196
Trapt,California,35.4586,-119.355
Trash Talk,California,35.4586,-119.355
Trash80,California,35.4586,-119.355
Trauma,California,35.4586,-119.355
Travis Mills,Riverside,33.9481,-117.396
Travis Rush,Orange,33.8031,-117.832
Travis Shook,Oroville,39.4886,-121.55
Travon Potts,California,35.4586,-119.355
Traxamillion,San Jose,37.3333,-121.9
Tray Deee,Long Beach,33.7683,-118.196
Trenchtown,Hermosa Beach,33.8664,-118.4
Tribal Tech,Los Angeles,34.05,-118.25
Tribe of Gypsies,California,35.4586,-119.355
Tribes of Neurot,Oakland,37.8044,-122.273
Tripdavon,California,35.4586,-119.355
Tripsichord Music Box,California,35.4586,-119.355
Trish Thuy Trang,California,35.4586,-119.355
Troop,Pasadena,34.1561,-118.132
Trotsky Icepick,Los Angeles,34.05,-118.25
Troubador,Livermore,37.6819,-121.768
True West,Davis,38.5539,-121.738
Trummerflora Collective,California,35.4586,-119.355
Tré Cool,Willits,39.4097,-123.356
Tsunami Bomb,California,35.4586,-119.355
Tunnel Rats,Whittier,33.9656,-118.024
Tura Satana,Los Angeles,34.05,-118.25
Turf Talk,Vallejo,38.1131,-122.236
Turf-Talk,Vallejo,38.1131,-122.236
Turtle Island Quartet,California,35.4586,-119.355
Tussle,California,35.4586,-119.355
Tweaker,California,35.4586,-119.355
Tweedy Bird Loc,California,35.4586,-119.355
Twilight,California,35.4586,-119.355
Twinz,California,35.4586,-119.355
Two Gallants,California,35.4586,-119.355
Ty Dennis,Garden Grove,33.7789,-117.96
Ty Segall,Laguna Beach,33.5314,-117.769
Tycho,California,35.4586,-119.355
Tyler Glenn,Temecula,33.5033,-117.124
Tyler Hilton,Palm Springs,33.8303,-116.53
Tyson Motsenbocker,San Diego,32.715,-117.162
U-N-I,Los Angeles,34.05,-118.25
U.P.O.,California,35.4586,-119.355
U.S. Crush,California,35.4586,-119.355
UNA,California,35.4586,-119.355
Ugly Duckling,California,35.4586,-119.355
Ugly Kid Joe,California,35.4586,-119.355
Ultraspank,Santa Barbara,34.4258,-119.714
Unashamed,California,35.4586,-119.355
Unbroken,San Diego County,33.02,-116.77
Uncle Jamm's Army,California,35.4586,-119.355
Uncle Slam,California,35.4586,-119.355
Under the Influence of Giants,California,35.4586,-119.355
Undercover,California,35.4586,-119.355
Underminded,California,35.4586,-119.355
Unextraordinary Gentlemen,California,35.4586,-119.355
Unit,California,35.4586,-119.355
Universal Congress Of,Los Angeles,34.05,-118.25
Unruly Child,Los Angeles,34.05,-118.25
Until June,California,35.4586,-119.355
Unwritten Law,Poway,32.97,-117.039
Uphill Battle,Santa Barbara,34.4258,-119.714
Upset,California,35.4586,-119.355
Upsilon Acrux,San Diego,32.715,-117.162
Urban Punk,California,35.4586,-119.355
Urban Rescue,California,35.4586,-119.355
Urban Umpires,California,35.4586,-119.355
Us the Duo,California,35.4586,-119.355
Useless Keys,California,35.4586,-119.355
V & Legacy,Los Angeles,34.05,-118.25
VOLTO!,Los Angeles,34.05,-118.25
VOM,California,35.4586,-119.355
Vaccine,Del Mar,32.955,-117.264
Vain,California,35.4586,-119.355
Valdur,California,35.4586,-119.355
Value Pac,Orange County,33.67,-117.78
Vampires Everywhere!,California,35.4586,-119.355
Van Dyke Parks,Los Angeles,34.05,-118.25
Van Halen,Pasadena,34.1561,-118.132
Vanaprasta,California,35.4586,-119.355
Vanelle,Hercules,38.0172,-122.289
Vanessa Atler,California,35.4586,-119.355
Vanessa Marie Atler,California,35.4586,-119.355
Vas,Los Angeles,34.05,-118.25
Vastum,California,35.4586,-119.355
Vector,California,35.4586,-119.355
Vegan Reich,Laguna Beach,33.5314,-117.769
Velvet Chain,Los Angeles,34.05,-118.25
Velvet Revolver,California,35.4586,-119.355
Vengeance Rising,California,35.4586,-119.355
Venus and the Moon,California,35.4586,-119.355
Venus and the Razorblades,California,35.4586,-119.355
Verbal Abuse,Oakland,37.8044,-122.273
Vermillion Lies,Oakland,37.8044,-122.273
Vernian Process,San Francisco,37.7833,-122.417
Veronica Freeman,California,35.4586,-119.355
Veronica Freeman aka The V,California,35.4586,-119.355
Versailles,California,35.4586,-119.355
Versant,California,35.4586,-119.355
Versus the World,Santa Barbara,34.4258,-119.714
Very Be Careful,California,35.4586,-119.355
Vetiver,San Francisco,37.7833,-122.417
Vicious Rumors,California,35.4586,-119.355
Vicki Peterson,Northridge,34.2281,-118.536
Vicki Vann,California,35.4586,-119.355
Vicky Nguyen,San Jose,37.3333,-121.9
Victims Family,Santa Rosa,38.4486,-122.705
Victor Fresco,California,35.4586,-119.355
Victor Sanz,Wasco,35.5942,-119.341
Victoria Monet,Sacramento,38.5556,-121.469
